Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
"Race, Ethnicity of Owner(s)",2020,Black or African American,"Employment expectations, next 12 months",Will increase,44%,1121
"Race, Ethnicity of Owner(s)",2020,Hispanic,"Employment expectations, next 12 months",Will increase,36%,821
"Race, Ethnicity of Owner(s)",2020,White,"Employment expectations, next 12 months",Will increase,33%,6725
"Race, Ethnicity of Owner(s)",2021,American Indian or Alaska Native,"Employment expectations, next 12 months",Will increase,47%,130
"Race, Ethnicity of Owner(s)",2021,Asian,"Employment expectations, next 12 months",Will increase,33%,961
"Race, Ethnicity of Owner(s)",2021,Black or African American,"Employment expectations, next 12 months",Will increase,50%,1674
"Race, Ethnicity of Owner(s)",2021,Hispanic,"Employment expectations, next 12 months",Will increase,45%,1059
"Race, Ethnicity of Owner(s)",2021,White,"Employment expectations, next 12 months",Will increase,42%,6811
"Race, Ethnicity of Owner(s)",2022,American Indian or Alaska Native,"Employment expectations, next 12 months",Will increase,48%,129
"Race, Ethnicity of Owner(s)",2022,Asian,"Employment expectations, next 12 months",Will increase,29%,548
"Race, Ethnicity of Owner(s)",2022,Black or African American,"Employment expectations, next 12 months",Will increase,57%,1375
"Race, Ethnicity of Owner(s)",2022,Hispanic,"Employment expectations, next 12 months",Will increase,52%,847
"Race, Ethnicity of Owner(s)",2022,White,"Employment expectations, next 12 months",Will increase,39%,4700
"Race, Ethnicity of Owner(s)",2023,American Indian or Alaska Native,"Employment expectations, next 12 months",Will increase,27%,74
"Race, Ethnicity of Owner(s)",2023,Asian,"Employment expectations, next 12 months",Will increase,41%,372
"Race, Ethnicity of Owner(s)",2023,Black or African American,"Employment expectations, next 12 months",Will increase,58%,898
"Race, Ethnicity of Owner(s)",2023,Hispanic,"Employment expectations, next 12 months",Will increase,56%,633
"Race, Ethnicity of Owner(s)",2023,White,"Employment expectations, next 12 months",Will increase,37%,4056
"Race, Ethnicity of Owner(s)",2016,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,47%,101
"Race, Ethnicity of Owner(s)",2016,Asian,"Profitability, end of prior year",Operating at a profit,52%,404
"Race, Ethnicity of Owner(s)",2016,Black or African American,"Profitability, end of prior year",Operating at a profit,40%,834
"Race, Ethnicity of Owner(s)",2016,Hispanic,"Profitability, end of prior year",Operating at a profit,51%,489
"Race, Ethnicity of Owner(s)",2016,White,"Profitability, end of prior year",Operating at a profit,56%,7805
"Race, Ethnicity of Owner(s)",2017,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,50%,88
"Race, Ethnicity of Owner(s)",2017,Asian,"Profitability, end of prior year",Operating at a profit,58%,288
"Race, Ethnicity of Owner(s)",2017,Black or African American,"Profitability, end of prior year",Operating at a profit,43%,598
"Race, Ethnicity of Owner(s)",2017,Hispanic,"Profitability, end of prior year",Operating at a profit,53%,487
"Race, Ethnicity of Owner(s)",2017,White,"Profitability, end of prior year",Operating at a profit,58%,6369
"Race, Ethnicity of Owner(s)",2018,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,33%,60
"Race, Ethnicity of Owner(s)",2018,Asian,"Profitability, end of prior year",Operating at a profit,51%,241
"Race, Ethnicity of Owner(s)",2018,Black or African American,"Profitability, end of prior year",Operating at a profit,46%,509
"Race, Ethnicity of Owner(s)",2018,Hispanic,"Profitability, end of prior year",Operating at a profit,55%,445
"Race, Ethnicity of Owner(s)",2018,White,"Profitability, end of prior year",Operating at a profit,58%,5025
"Race, Ethnicity of Owner(s)",2019,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,51%,62
"Race, Ethnicity of Owner(s)",2019,Asian,"Profitability, end of prior year",Operating at a profit,57%,188
"Race, Ethnicity of Owner(s)",2019,Black or African American,"Profitability, end of prior year",Operating at a profit,39%,440
"Race, Ethnicity of Owner(s)",2019,Hispanic,"Profitability, end of prior year",Operating at a profit,50%,395
"Race, Ethnicity of Owner(s)",2019,White,"Profitability, end of prior year",Operating at a profit,58%,3857
"Race, Ethnicity of Owner(s)",2020,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,71%,101
"Race, Ethnicity of Owner(s)",2020,Asian,"Profitability, end of prior year",Operating at a profit,62%,626
"Race, Ethnicity of Owner(s)",2020,Black or African American,"Profitability, end of prior year",Operating at a profit,43%,1075
"Race, Ethnicity of Owner(s)",2020,Hispanic,"Profitability, end of prior year",Operating at a profit,59%,801
"Race, Ethnicity of Owner(s)",2020,White,"Profitability, end of prior year",Operating at a profit,66%,6622
"Race, Ethnicity of Owner(s)",2021,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,29%,122
"Race, Ethnicity of Owner(s)",2021,Asian,"Profitability, end of prior year",Operating at a profit,20%,925
"Race, Ethnicity of Owner(s)",2021,Black or African American,"Profitability, end of prior year",Operating at a profit,20%,1586
"Race, Ethnicity of Owner(s)",2021,Hispanic,"Profitability, end of prior year",Operating at a profit,27%,996
"Race, Ethnicity of Owner(s)",2021,White,"Profitability, end of prior year",Operating at a profit,38%,6584
"Race, Ethnicity of Owner(s)",2022,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,38%,125
"Race, Ethnicity of Owner(s)",2022,Asian,"Profitability, end of prior year",Operating at a profit,30%,543
"Race, Ethnicity of Owner(s)",2022,Black or African American,"Profitability, end of prior year",Operating at a profit,26%,1361
"Race, Ethnicity of Owner(s)",2022,Hispanic,"Profitability, end of prior year",Operating at a profit,37%,861
"Race, Ethnicity of Owner(s)",2022,White,"Profitability, end of prior year",Operating at a profit,48%,4613
"Race, Ethnicity of Owner(s)",2023,American Indian or Alaska Native,"Profitability, end of prior year",Operating at a profit,56%,71
"Race, Ethnicity of Owner(s)",2023,Asian,"Profitability, end of prior year",Operating at a profit,39%,373
"Race, Ethnicity of Owner(s)",2023,Black or African American,"Profitability, end of prior year",Operating at a profit,28%,870
"Race, Ethnicity of Owner(s)",2023,Hispanic,"Profitability, end of prior year",Operating at a profit,38%,623
"Race, Ethnicity of Owner(s)",2023,White,"Profitability, end of prior year",Operating at a profit,50%,3976
"Race, Ethnicity of Owner(s)",2016,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,53%,102
"Race, Ethnicity of Owner(s)",2016,Asian,"Revenue change, prior 12 months",Increased,49%,413
"Race, Ethnicity of Owner(s)",2016,Black or African American,"Revenue change, prior 12 months",Increased,51%,866
"Race, Ethnicity of Owner(s)",2016,Hispanic,"Revenue change, prior 12 months",Increased,48%,504
"Race, Ethnicity of Owner(s)",2016,White,"Revenue change, prior 12 months",Increased,51%,7873
"Race, Ethnicity of Owner(s)",2017,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,55%,92
"Race, Ethnicity of Owner(s)",2017,Asian,"Revenue change, prior 12 months",Increased,49%,294
"Race, Ethnicity of Owner(s)",2017,Black or African American,"Revenue change, prior 12 months",Increased,46%,631
"Race, Ethnicity of Owner(s)",2017,Hispanic,"Revenue change, prior 12 months",Increased,52%,520
"Race, Ethnicity of Owner(s)",2017,White,"Revenue change, prior 12 months",Increased,54%,6446
"Race, Ethnicity of Owner(s)",2018,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,49%,66
"Race, Ethnicity of Owner(s)",2018,Asian,"Revenue change, prior 12 months",Increased,54%,253
"Race, Ethnicity of Owner(s)",2018,Black or African American,"Revenue change, prior 12 months",Increased,49%,549
"Race, Ethnicity of Owner(s)",2018,Hispanic,"Revenue change, prior 12 months",Increased,51%,486
"Race, Ethnicity of Owner(s)",2018,White,"Revenue change, prior 12 months",Increased,58%,5084
"Race, Ethnicity of Owner(s)",2019,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,63%,67
"Race, Ethnicity of Owner(s)",2019,Asian,"Revenue change, prior 12 months",Increased,53%,188
"Race, Ethnicity of Owner(s)",2019,Black or African American,"Revenue change, prior 12 months",Increased,50%,455
"Race, Ethnicity of Owner(s)",2019,Hispanic,"Revenue change, prior 12 months",Increased,55%,403
"Race, Ethnicity of Owner(s)",2019,White,"Revenue change, prior 12 months",Increased,57%,3870
"Race, Ethnicity of Owner(s)",2020,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,12%,106
"Race, Ethnicity of Owner(s)",2020,Asian,"Revenue change, prior 12 months",Increased,5%,655
"Race, Ethnicity of Owner(s)",2020,Black or African American,"Revenue change, prior 12 months",Increased,9%,1162
"Race, Ethnicity of Owner(s)",2020,Hispanic,"Revenue change, prior 12 months",Increased,11%,841
"Race, Ethnicity of Owner(s)",2020,White,"Revenue change, prior 12 months",Increased,15%,6797
"Race, Ethnicity of Owner(s)",2021,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,28%,129
"Race, Ethnicity of Owner(s)",2021,Asian,"Revenue change, prior 12 months",Increased,24%,971
"Race, Ethnicity of Owner(s)",2021,Black or African American,"Revenue change, prior 12 months",Increased,21%,1719
"Race, Ethnicity of Owner(s)",2021,Hispanic,"Revenue change, prior 12 months",Increased,27%,1093
"Race, Ethnicity of Owner(s)",2021,White,"Revenue change, prior 12 months",Increased,41%,6705
"Race, Ethnicity of Owner(s)",2022,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,43%,134
"Race, Ethnicity of Owner(s)",2022,Asian,"Revenue change, prior 12 months",Increased,29%,552
"Race, Ethnicity of Owner(s)",2022,Black or African American,"Revenue change, prior 12 months",Increased,40%,1416
"Race, Ethnicity of Owner(s)",2022,Hispanic,"Revenue change, prior 12 months",Increased,44%,883
"Race, Ethnicity of Owner(s)",2022,White,"Revenue change, prior 12 months",Increased,47%,4604
"Race, Ethnicity of Owner(s)",2023,American Indian or Alaska Native,"Revenue change, prior 12 months",Increased,28%,71
"Race, Ethnicity of Owner(s)",2023,Asian,"Revenue change, prior 12 months",Increased,36%,369
"Race, Ethnicity of Owner(s)",2023,Black or African American,"Revenue change, prior 12 months",Increased,45%,892
"Race, Ethnicity of Owner(s)",2023,Hispanic,"Revenue change, prior 12 months",Increased,46%,636
"Race, Ethnicity of Owner(s)",2023,White,"Revenue change, prior 12 months",Increased,44%,3888
"Race, Ethnicity of Owner(s)",2016,American Indian or Alaska Native,"Revenue expectations, next 12 months",Will increase,84%,104
"Race, Ethnicity of Owner(s)",2016,Asian,"Revenue expectations, next 12 months",Will increase,71%,418
"Race, Ethnicity of Owner(s)",2016,Black or African American,"Revenue expectations, next 12 months",Will increase,84%,873
"Race, Ethnicity of Owner(s)",2016,Hispanic,"Revenue expectations, next 12 months",Will increase,77%,508
"Race, Ethnicity of Owner(s)",2016,White,"Revenue expectations, next 12 months",Will increase,68%,7892
"Race, Ethnicity of Owner(s)",2017,American Indian or Alaska Native,"Revenue expectations, next 12 months",Will increase,75%,95
"Race, Ethnicity of Owner(s)",2017,Asian,"Revenue expectations, next 12 months",Will increase,71%,298
"Race, Ethnicity of Owner(s)",2017,Black or African American,"Revenue expectations, next 12 months",Will increase,81%,636
"Race, Ethnicity of Owner(s)",2017,Hispanic,"Revenue expectations, next 12 months",Will increase,79%,524
"Race, Ethnicity of Owner(s)",2017,White,"Revenue expectations, next 12 months",Will increase,72%,6520
"Race, Ethnicity of Owner(s)",2018,American Indian or Alaska Native,"Revenue expectations, next 12 months",Will increase,70%,68
"Race, Ethnicity of Owner(s)",2018,Asian,"Revenue expectations, next 12 months",Will increase,67%,255
"Race, Ethnicity of Owner(s)",2018,Black or African American,"Revenue expectations, next 12 months",Will increase,81%,548
"Race, Ethnicity of Owner(s)",2018,Hispanic,"Revenue expectations, next 12 months",Will increase,77%,490
"Race, Ethnicity of Owner(s)",2018,White,"Revenue expectations, next 12 months",Will increase,72%,5119
